iter	Passed	Remaining
1660	186924	94418
1661	187015	94295
1662	187114	94175
1663	187202	94051
1664	187288	93925
1665	187382	93803
1666	187495	93691
1667	187606	93578
1668	187692	93452
1669	187786	93330
1670	187881	93209
1671	187979	93090
1672	188075	92969
1673	188171	92849
1674	188255	92722
1675	188339	92596
1676	188431	92474
1677	188528	92354
1678	188609	92226
1679	188702	92104
1680	188802	91986
1681	188884	91859
1682	188982	91740
1683	189081	91621
1684	189172	91499
1685	189261	91375
1686	189356	91254
1687	189447	91132
1688	189534	91007
1689	189623	90884
1690	189712	90761
1691	189797	90636
1692	189891	90515
1693	189977	90390
1694	190071	90270
1695	190164	90148
1696	190257	90027
1697	190346	89904
1698	190437	89782
1699	190527	89659
1700	190617	89537
1701	190711	89417
1702	190809	89298
1703	190914	89183
1704	191005	89061
1705	191108	88944
1706	191220	88833
1707	191318	88714
1708	191411	88593
1709	191498	88470
1710	191586	88347
1711	191676	88224
1712	191759	88099
1713	191848	87977
1714	191930	87851
1715	192016	87727
1716	192106	87605
1717	192200	87485
1718	192295	87366
1719	192393	87248
1720	192482	87126
1721	192578	87007
1722	192669	86885
1723	192759	86764
1724	192852	86643
1725	192934	86518
1726	193024	86397
1727	193116	86276
1728	193219	86160
1729	193324	86046
1730	193411	85923
1731	193510	85805
1732	193622	85694
1733	193718	85575
1734	193815	85457
1735	193909	85337
1736	194009	85221
1737	194108	85103
1738	194200	84983
1739	194293	84863
1740	194389	84745
1741	194477	84623
1742	194580	84507
1743	194679	84391
1744	194774	84271
1745	194874	84155
1746	194961	84033
1747	195053	83913
1748	195147	83794
1749	195235	83672
1750	195333	83554
1751	195441	83442
1752	195543	83326
1753	195635	83206
1754	195737	83090
1755	195844	82977
1756	195950	82863
1757	196055	82749
1758	196157	82633
1759	196255	82516
1760	196352	82399
1761	196457	82284
1762	196552	82166
1763	196659	82052
1764	196756	81935
1765	196857	81819
1766	196964	81706
1767	197077	81595
1768	197197	81487
1769	197294	81369
1770	197553	81319
1771	197716	81229
1772	197901	81147
1773	198095	81069
1774	198321	81004
1775	198523	80929
1776	198661	80828
1777	198786	80722
1778	198912	80615
1779	199050	80515
1780	199177	80408
1781	199309	80305
1782	199432	80198
1783	199564	80094
1784	199707	79994
1785	199846	79893
1786	199969	79786
1787	200099	79681
1788	200241	79581
1789	200367	79475
1790	200515	79377
1791	200661	79279
1792	200925	79227
1793	201160	79163
1794	201316	79068
1795	201468	78971
1796	201620	78875
1797	201816	78795
1798	201974	78701
1799	202108	78597
1800	202254	78498
1801	202419	78406
1802	202572	78310
1803	202732	78216
1804	202872	78114
1805	203004	78009
1806	203144	77907
1807	203277	77803
1808	203399	77694
1809	203523	77586
1810	203646	77477
1811	203774	77371
1812	203887	77258
1813	204015	77152
1814	204171	77056
1815	204281	76942
1816	204414	76838
1817	204541	76731
1818	204658	76620
1819	204785	76513
1820	204912	76406
1821	205033	76296
1822	205155	76187
1823	205281	76080
1824	205407	75972
1825	205545	75869
1826	205662	75758
1827	205777	75646
1828	205893	75535
1829	206025	75429
1830	206156	75324
1831	206279	75215
1832	206405	75107
1833	206532	75000
1834	206662	74893
1835	206784	74784
1836	206896	74671
1837	207018	74562
1838	207151	74457
1839	207282	74351
1840	207398	74239
1841	207522	74131
1842	207638	74019
1843	207765	73912
1844	207883	73801
1845	208027	73699
1846	208141	73587
1847	208272	73481
1848	208403	73375
1849	208532	73268
1850	208667	73163
1851	208802	73058
1852	208934	72952
1853	209054	72842
1854	209179	72733
1855	209316	72629
1856	209431	72517
1857	209552	72407
1858	209685	72301
1859	209804	72190
1860	209922	72079
1861	210043	71969
1862	210168	71861
1863	210270	71744
1864	210407	71639
1865	210513	71524
1866	210620	71410
1867	210745	71301
1868	210863	71190
1869	210984	71080
1870	211106	70970
1871	211225	70859
1872	211347	70749
1873	211471	70640
1874	211601	70533
1875	211722	70423
1876	211855	70317
1877	211999	70214
1878	212118	70104
1879	212249	69997
1880	212372	69887
1881	212503	69780
1882	212645	69677
1883	212771	69568
1884	212892	69458
1885	213021	69350
1886	213164	69247
1887	213281	69135
1888	213400	69024
1889	213514	68912
1890	213627	68799
1891	213756	68691
1892	213888	68584
1893	213995	68469
1894	214113	68358
1895	214232	68246
1896	214348	68135
1897	214449	68018
1898	214560	67904
1899	214687	67796
1900	214818	67688
1901	214944	67579
1902	215093	67478
1903	215218	67368
1904	215349	67261
1905	215474	67152
1906	215586	67038
1907	215696	66924
1908	215823	66815
1909	215956	66708
1910	216079	66599
1911	216198	66487
1912	216309	66374
1913	216430	66263
1914	216529	66146
1915	216661	66038
1916	216783	65928
1917	216899	65816
1918	217006	65701
1919	217135	65593
1920	217260	65483
1921	217372	65370
1922	217478	65254
1923	217582	65139
1924	217691	65024
1925	217824	64917
1926	217934	64803
1927	218064	64695
1928	218217	64594
1929	218371	64493
1930	218522	64391
1931	218756	64313
1932	218922	64215
1933	219075	64114
1934	219253	64019
1935	219406	63917
1936	219537	63809
1937	219669	63701
1938	219798	63592
1939	219924	63483
1940	220062	63377
1941	220188	63267
1942	220336	63163
1943	220461	63053
1944	220598	62947
1945	220720	62836
1946	220859	62729
1947	220988	62620
1948	221118	62512
1949	221251	62404
1950	221394	62299
1951	221536	62193
1952	221674	62087
1953	221823	61983
1954	221960	61876
1955	222085	61766
1956	222228	61660
1957	222355	61550
1958	222476	61439
1959	222606	61330
1960	222745	61223
1961	222866	61112
1962	223011	61007
1963	223139	60897
1964	223282	60791
1965	223415	60683
1966	223528	60569
1967	223656	60459
1968	223780	60349
1969	223901	60237
1970	224026	60126
1971	224150	60015
1972	224281	59906
1973	224416	59798
1974	224530	59685
1975	224653	59574
1976	224762	59459
1977	224887	59348
1978	225022	59240
1979	225156	59132
1980	225305	59027
1981	225467	58926
1982	225586	58813
1983	225711	58703
1984	225835	58592
1985	225980	58486
1986	226097	58373
1987	226232	58265
1988	226369	58157
1989	226517	58052
1990	226645	57942
1991	226766	57829
1992	226882	57716
1993	227004	57604
1994	227134	57495
1995	227257	57383
1996	227382	57272
1997	227501	57160
1998	227648	57054
1999	227794	56948
2000	227934	56841
2001	228057	56729
2002	228197	56622
2003	228336	56514
2004	228467	56404
2005	228607	56297
2006	228730	56185
2007	228875	56078
2008	229006	55969
2009	229139	55859
2010	229268	55749
2011	229386	55636
2012	229507	55524
2013	229619	55409
2014	229733	55295
2015	229868	55186
2016	230002	55077
2017	230123	54965
2018	230247	54853
2019	230371	54741
2020	230475	54625
2021	230599	54513
2022	230724	54402
2023	230841	54288
2024	230958	54175
2025	231084	54064
2026	231222	53955
2027	231353	53845
2028	231480	53734
2029	231615	53625
2030	231760	53518
2031	231908	53411
2032	232039	53301
2033	232162	53189
2034	232294	53079
2035	232430	52970
2036	232560	52859
2037	232689	52749
2038	232826	52640
2039	232950	52528
2040	233096	52421
2041	233224	52309
2042	233349	52198
2043	233469	52085
2044	233610	51976
2045	233737	51865
2046	233865	51754
2047	233989	51642
2048	234120	51531
2049	234247	51420
2050	234381	51310
2051	234507	51198
2052	234622	51084
2053	234751	50973
2054	234887	50863
2055	235003	50749
2056	235140	50640
2057	235268	50528
2058	235392	50416
2059	235521	50305
2060	235639	50192
2061	235769	50081
2062	235901	49970
2063	236026	49858
2064	236162	49748
2065	236277	49634
2066	236396	49520
2067	236523	49409
2068	236653	49297
2069	236760	49182
2070	236877	49068
2071	236995	48954
2072	237124	48843
2073	237255	48732
2074	237378	48619
2075	237577	48522
2076	237712	48412
2077	237832	48299
2078	237972	48189
2079	238105	48078
2080	238234	47967
2081	238395	47862
2082	238540	47753
2083	238696	47647
2084	238830	47537
2085	238956	47424
2086	239068	47309
2087	239187	47195
2088	239301	47081
2089	239428	46969
2090	239567	46859
2091	239689	46746
2092	239814	46633
2093	239933	46520
2094	240072	46410
2095	240182	46294
2096	240320	46184
2097	240443	46071
2098	240570	45959
2099	240690	45845
2100	240823	45734
2101	240940	45620
2102	241107	45515
2103	241238	45404
2104	241383	45295
2105	241519	45184
2106	241652	45073
2107	241797	44964
2108	241937	44854
2109	242092	44746
2110	242223	44635
2111	242358	44524
2112	242509	44416
2113	242653	44306
2114	242785	44195
2115	242926	44084
2116	243050	43971
2117	243165	43856
2118	243299	43745
2119	243428	43633
2120	243550	43519
2121	243681	43407
2122	243819	43297
2123	243958	43186
2124	244079	43072
2125	244201	42959
2126	244340	42848
2127	244477	42737
2128	244598	42623
2129	244748	42515
2130	244903	42407
2131	245045	42296
2132	245178	42184
2133	245316	42073
2134	245445	41961
2135	245590	41851
2136	245736	41741
2137	245858	41628
2138	245976	41513
2139	246094	41399
2140	246214	41284
2141	246336	41171
2142	246461	41057
2143	246579	40943
2144	246705	40829
2145	246832	40717
2146	246939	40600
2147	247057	40486
2148	247177	40372
2149	247299	40258
2150	247437	40146
2151	247551	40031
2152	247666	39916
2153	247784	39802
2154	247915	39689
2155	248085	39583
2156	248228	39472
2157	248357	39359
2158	248481	39246
2159	248629	39136
2160	248755	39022
2161	248905	38913
2162	249056	38803
2163	249190	38691
2164	249337	38581
2165	249459	38466
2166	249580	38352
2167	249712	38240
2168	249839	38126
2169	249960	38012
2170	250079	37897
2171	250196	37782
2172	250328	37670
2173	250487	37561
2174	250608	37447
2175	250726	37332
2176	250914	37228
2177	251054	37116
2178	251356	37028
2179	251507	36918
2180	251622	36803
2181	251783	36694
2182	252009	36595
2183	252181	36487
2184	252386	36385
2185	252510	36270
2186	252653	36159
2187	252831	36052
2188	252989	35943
2189	253143	35833
2190	253266	35718
2191	253398	35605
2192	253542	35493
2193	253667	35379
2194	253797	35265
2195	253912	35150
2196	254041	35036
2197	254168	34922
2198	254286	34806
2199	254411	34692
2200	254544	34579
2201	254662	34463
2202	254787	34349
2203	254907	34234
2204	255012	34117
2205	255137	34002
2206	255244	33886
2207	255383	33773
2208	255522	33660
2209	255642	33545
2210	255773	33432
2211	255895	33317
2212	256016	33202
2213	256145	33088
2214	256268	32973
2215	256380	32857
2216	256512	32743
2217	256645	32630
2218	256768	32515
2219	256882	32399
2220	256991	32283
2221	257103	32166
2222	257218	32051
2223	257349	31937
2224	257470	31822
2225	257584	31706
2226	257717	31592
2227	257830	31476
2228	257942	31360
2229	258055	31244
2230	258185	31130
2231	258313	31016
2232	258438	30901
2233	258574	30788
2234	258696	30673
2235	258834	30560
2236	258956	30445
2237	259072	30329
2238	259255	30221
2239	259349	30103
2240	259443	29984
2241	259536	29866
2242	259625	29747
2243	259707	29627
2244	259835	29513
2245	259941	29396
2246	260057	29281
2247	260159	29163
2248	260258	29046
2249	260353	28928
2250	260431	28808
2251	260513	28688
2252	260587	28568
2253	260678	28450
2254	260773	28332
2255	260870	28214
2256	260960	28096
2257	261049	27977
2258	261143	27859
2259	261251	27743
2260	261354	27626
2261	261455	27509
2262	261549	27391
2263	261651	27274
2264	261747	27156
2265	261844	27039
2266	261964	26924
2267	262062	26807
2268	262147	26688
2269	262227	26569
2270	262319	26451
2271	262423	26334
2272	262518	26217
2273	262627	26101
2274	262720	25983
2275	262793	25863
2276	262891	25746
2277	262985	25628
2278	263071	25510
2279	263159	25392
2280	263254	25275
2281	263349	25157
2282	263442	25040
2283	263528	24922
2284	263636	24806
2285	263730	24688
2286	263816	24570
2287	263907	24452
2288	263995	24335
2289	264095	24218
2290	264185	24100
2291	264269	23982
2292	264367	23865
2293	264463	23748
2294	264555	23631
2295	264649	23514
2296	264743	23397
2297	264829	23279
2298	264926	23162
2299	265025	23045
2300	265118	22928
2301	265212	22811
2302	265317	22695
2303	265412	22578
2304	265509	22461
2305	265603	22344
2306	265699	22228
2307	265797	22111
2308	265889	21994
2309	265976	21876
2310	266075	21760
2311	266185	21644
2312	266270	21527
2313	266360	21410
2314	266447	21292
2315	266546	21176
2316	266629	21058
2317	266718	20941
2318	266811	20824
2319	266896	20707
2320	266990	20590
2321	267077	20473
2322	267166	20356
2323	267269	20240
2324	267359	20123
2325	267451	20007
2326	267545	19890
2327	267638	19773
2328	267730	19657
2329	267826	19540
2330	267914	19424
2331	268005	19307
2332	268094	19190
2333	268182	19073
2334	268282	18957
2335	268405	18843
2336	268514	18728
2337	268605	18611
2338	268698	18495
2339	268788	18378
2340	268893	18263
2341	268995	18147
2342	269092	18031
2343	269186	17915
2344	269282	17799
2345	269372	17682
2346	269460	17566
2347	269551	17449
2348	269649	17333
2349	269746	17217
2350	269839	17101
2351	269929	16985
2352	270019	16869
2353	270108	16752
2354	270182	16635
2355	270276	16519
2356	270360	16402
2357	270462	16287
2358	270560	16171
2359	270650	16055
2360	270724	15938
2361	270812	15822
2362	270909	15706
2363	271007	15590
2364	271104	15475
2365	271201	15359
2366	271278	15242
2367	271370	15127
2368	271469	15011
2369	271575	14896
2370	271667	14780
2371	271761	14665
2372	271858	14549
2373	271957	14434
2374	272070	14319
2375	272161	14203
2376	272260	14088
2377	272353	13972
2378	272455	13857
2379	272535	13741
2380	272659	13627
2381	272752	13511
2382	272850	13396
2383	272941	13280
2384	273036	13165
2385	273127	13049
2386	273228	12934
2387	273319	12819
2388	273404	12703
2389	273490	12587
2390	273580	12471
2391	273672	12356
2392	273766	12241
2393	273856	12125
2394	273950	12010
2395	274042	11895
2396	274132	11779
2397	274228	11664
2398	274318	11549
2399	274421	11434
2400	274515	11319
2401	274606	11203
2402	274684	11087
2403	274794	10973
2404	274889	10858
2405	274979	10743
2406	275067	10627
2407	275161	10512
2408	275255	10397
2409	275346	10282
2410	275434	10167
2411	275530	10052
2412	275633	9937
2413	275734	9823
2414	275825	9708
2415	275922	9593
2416	276006	9478
2417	276099	9363
2418	276184	9248
2419	276265	9132
2420	276358	9017
2421	276454	8903
2422	276540	8788
2423	276627	8673
2424	276727	8558
2425	276831	8444
2426	276932	8329
2427	277032	8215
2428	277117	8100
2429	277203	7985
2430	277292	7870
2431	277369	7755
2432	277462	7640
2433	277546	7525
2434	277630	7411
2435	277718	7296
2436	277808	7181
2437	277902	7067
2438	277996	6952
2439	278103	6838
2440	278201	6724
2441	278300	6609
2442	278388	6495
2443	278482	6380
2444	278578	6266
2445	278664	6152
2446	278767	6037
2447	278860	5923
2448	278950	5809
2449	279031	5694
2450	279211	5581
2451	279328	5468
2452	279432	5353
2453	279535	5239
2454	279628	5125
2455	279725	5011
2456	279813	4897
2457	279904	4782
2458	279990	4668
2459	280082	4554
2460	280173	4439
2461	280267	4325
2462	280358	4211
2463	280448	4097
2464	280560	3983
2465	280648	3869
2466	280741	3755
2467	280834	3641
2468	280930	3527
2469	281030	3413
2470	281133	3299
2471	281247	3185
2472	281359	3071
2473	281457	2957
2474	281559	2844
2475	281660	2730
2476	281727	2615
2477	281828	2502
2478	281936	2388
2479	282041	2274
2480	282134	2160
2481	282230	2046
2482	282328	1932
2483	282421	1819
2484	282507	1705
2485	282606	1591
2486	282693	1477
2487	282780	1363
2488	282885	1250
2489	282993	1136
2490	283084	1022
2491	283173	909
2492	283266	795
2493	283369	681
2494	283463	568
2495	283552	454
2496	283647	340
2497	283738	227
2498	283832	113
2499	283912	0
